Name,Age,Distance,Duration,Steps,HeartRate,Calories
Elizabeth Larson,32,,96.0,8778.0,111.0,377.0
Natalie Jones,33,5.0,62.0,8734.0,141.0,662.0
Rodney Reed,55,1.0,47.0,2895.0,104.0,116.0
Tyler Walker,41,8.0,61.0,10582.0,164.0,382.0
Kelly Adams,59,2.0,22.0,3574.0,,155.0
Gregory Gonzales,41,1.0,69.0,11190.0,135.0,620.0
Lisa Harrison,39,2.0,51.0,9738.0,124.0,442.0
Samantha Garrison,31,10.0,76.0,10210.0,162.0,522.0
Anthony Riley,19,,,19277.0,140.0,654.0
Ryan Jenkins,56,5.0,11.0,1385.0,102.0,421.0
Jessica Jones,19,13.0,116.0,12966.0,93.0,754.0
Andrea Jimenez,22,4.0,68.0,12962.0,134.0,671.0
Jonathan Hurley,37,8.0,63.0,11378.0,72.0,350.0
Alexander Washington,34,8.0,81.0,13881.0,138.0,366.0
William Miller,22,7.0,105.0,17909.0,143.0,455.0
Justin Sanchez,27,7.0,41.0,10650.0,109.0,392.0
Dr. Alicia Gardner,27,1.0,55.0,8452.0,127.0,
Michael Sanchez,18,1.0,55.0,8452.0,127.0,
Colleen Pittman,64,4.0,23.0,3270.0,156.0,258.0
Jessica Washington,54,3.0,23.0,3386.0,128.0,377.0
Robert Chandler,60,3.0,27.0,4116.0,68.0,164.0
Michael Young,28,8.0,85.0,13175.0,125.0,611.0
Michelle Martin,18,8.0,85.0,13175.0,125.0,611.0
Benjamin Morris,39,2.0,76.0,6618.0,169.0,208.0
Joshua Hancock,26,4.0,86.0,,154.0,499.0
Christopher Marks,20,9.0,102.0,14094.0,146.0,480.0
Cynthia Mason,39,1.0,31.0,9598.0,160.0,
Ray Hernandez,61,2.0,16.0,,168.0,560.0
Gordon Stevenson,34,11.0,62.0,11888.0,131.0,385.0
Joseph Welch,34,6.0,57.0,13227.0,118.0,
Matthew Small,23,3.0,111.0,14793.0,100.0,479.0
Kara Moreno,63,2.0,12.0,3240.0,,430.0
Dawn Ward,61,1.0,28.0,1056.0,107.0,338.0
Donna Berry,48,6.0,49.0,6414.0,123.0,500.0
James Jackson,20,3.0,83.0,15634.0,89.0,616.0
Laurie Diaz,43,,74.0,6143.0,85.0,373.0
Steven Lee,30,7.0,80.0,12810.0,128.0,773.0
Frederick Gross,33,3.0,73.0,15176.0,149.0,
Courtney Jenkins,39,3.0,70.0,10263.0,,219.0
Jessica Gomez,21,5.0,59.0,12504.0,118.0,761.0
John Jones,50,3.0,,8746.0,,
Stacy Allen,28,,51.0,,92.0,711.0
Mark Henry,31,9.0,,15602.0,116.0,491.0
Steven Moran,43,,37.0,,137.0,349.0
Courtney Smith,61,1.0,19.0,2672.0,91.0,388.0
Joshua Harris,22,5.0,114.0,15787.0,85.0,487.0
Garrett Miller,29,2.0,81.0,15880.0,125.0,648.0
Elijah Navarro,21,15.0,63.0,17214.0,152.0,417.0
Corey Santiago,27,10.0,,13121.0,116.0,
Levi Morgan,35,5.0,60.0,14217.0,160.0,632.0
James Fletcher,51,4.0,35.0,3291.0,164.0,
Jerry Gray,55,5.0,25.0,4514.0,176.0,518.0
Matthew Mayo,39,2.0,75.0,8009.0,91.0,234.0
Matthew Finley,38,6.0,48.0,7497.0,161.0,569.0
Mrs. Susan Barker,51,1.0,23.0,4658.0,92.0,692.0
Amy Mcdonald,39,3.0,31.0,7749.0,,541.0
James Smith,24,11.0,86.0,18664.0,127.0,592.0
Daniel Taylor,55,1.0,48.0,2655.0,140.0,644.0
Monica Mccoy,45,3.0,67.0,,118.0,557.0
Miranda Le,47,3.0,53.0,7879.0,168.0,249.0
Jasmine Martinez,41,6.0,44.0,6070.0,104.0,257.0
Mrs. Diana Moreno,28,2.0,77.0,8563.0,119.0,500.0
Stephanie Ruiz,61,0.0,45.0,,89.0,142.0
Jordan Velazquez,44,6.0,50.0,10384.0,76.0,
Harold Reyes,45,3.0,64.0,11206.0,77.0,439.0
Lisa Cameron,61,2.0,49.0,1727.0,98.0,
Amber Lewis,44,5.0,72.0,,107.0,353.0
Andrea Moore,21,7.0,105.0,18247.0,121.0,863.0
Kevin Munoz,40,3.0,30.0,9503.0,89.0,251.0
Christopher Moore,39,7.0,49.0,7647.0,136.0,309.0
Angela Cooper,39,8.0,32.0,8043.0,133.0,206.0
Gregory Miller,36,1.0,37.0,9024.0,,351.0
Joyce Smith,20,13.0,71.0,13484.0,128.0,
Sarah Miller,44,,41.0,,81.0,472.0
James Tate,62,2.0,36.0,3508.0,177.0,180.0
Anita Anderson,19,14.0,68.0,19395.0,88.0,473.0
Chris Morales,26,8.0,61.0,9491.0,,407.0
Heather Becker,47,3.0,53.0,11046.0,75.0,490.0
Mindy Sweeney,21,5.0,68.0,14093.0,138.0,622.0
Andrea Ball,27,0.0,51.0,10816.0,124.0,439.0
Brian Thomas,22,,116.0,16099.0,86.0,466.0
Rhonda Robinson,47,5.0,41.0,9296.0,156.0,238.0
Hannah Roberts,42,,34.0,9472.0,114.0,523.0
Vernon James,26,10.0,85.0,11594.0,154.0,426.0
Melanie Patterson,55,1.0,,1792.0,72.0,616.0
Kenneth Sutton,56,1.0,32.0,2998.0,62.0,569.0
Ashley Martin,41,,77.0,8425.0,105.0,355.0
Kyle Johnson,18,,77.0,8425.0,105.0,355.0
Miranda Cunningham,19,7.0,,14545.0,154.0,726.0
Jacob Rowe,36,1.0,79.0,,81.0,228.0
Angela Taylor,19,5.0,119.0,13948.0,93.0,441.0
Jose Williams,29,5.0,50.0,8945.0,130.0,547.0
Tammy Moore,50,8.0,63.0,8475.0,139.0,
Shelly Benson,38,1.0,,10794.0,71.0,219.0
Mark Singleton,49,7.0,53.0,9029.0,168.0,563.0
Tamara King,42,5.0,65.0,10841.0,111.0,597.0
Wendy Baker,35,11.0,67.0,12852.0,86.0,512.0
Sarah Brown,23,6.0,60.0,19820.0,102.0,
Andrew Hall,37,7.0,37.0,11711.0,70.0,612.0
Leslie Ray,49,,27.0,8592.0,80.0,279.0
Catherine Coffey,19,10.0,118.0,19791.0,154.0,618.0
Jeffrey Underwood,23,,58.0,17581.0,148.0,481.0
Cynthia Baker,22,12.0,76.0,,,614.0
Maria Jackson,27,2.0,82.0,12941.0,86.0,386.0
Jeremy Martin,24,7.0,101.0,19381.0,153.0,874.0
Michael Moore,20,2.0,75.0,17938.0,123.0,579.0
Wendy Allen,37,1.0,43.0,8368.0,157.0,460.0
Sandra Johnson,30,5.0,46.0,14097.0,148.0,318.0
Stephanie Chang,61,2.0,42.0,4384.0,169.0,665.0
Monica Hayes DDS,50,2.0,39.0,8514.0,90.0,223.0
Natalie Nelson,40,1.0,67.0,6547.0,106.0,394.0
Aaron Hernandez,29,8.0,,13038.0,105.0,744.0
Mr. Wesley Diaz,64,,21.0,4753.0,142.0,468.0
Corey Hudson,36,3.0,58.0,6819.0,127.0,222.0
Jacqueline Torres,43,2.0,,6332.0,161.0,311.0
Mr. Kenneth Hartman,49,,,7213.0,137.0,451.0
Samantha Nunez,34,1.0,78.0,9369.0,84.0,
Katherine Campbell,59,4.0,,1698.0,99.0,192.0
Kimberly Pearson DVM,20,9.0,99.0,19252.0,98.0,531.0
William Whitney MD,51,0.0,33.0,3412.0,170.0,639.0
Michael Barrett,43,4.0,51.0,6484.0,101.0,563.0
Anthony Rodgers,50,2.0,47.0,7262.0,166.0,
Michael Lam,22,4.0,70.0,19336.0,156.0,631.0
Angela Jones,63,3.0,46.0,2361.0,142.0,388.0
Raven Watson,56,,34.0,3422.0,102.0,207.0
Lisa Crawford,45,6.0,77.0,9918.0,107.0,201.0
Robert Harmon,57,1.0,24.0,3380.0,175.0,674.0
David Harrison,54,0.0,13.0,3052.0,68.0,379.0
John Rodriguez,52,0.0,34.0,2398.0,94.0,438.0
Nathaniel Johnson,43,3.0,64.0,6578.0,84.0,
Stephen Murray,45,8.0,52.0,10492.0,132.0,360.0
Ashley Boone,33,8.0,96.0,9681.0,152.0,647.0
Adriana Richardson,50,,25.0,11796.0,134.0,403.0
Timothy King,58,,39.0,3018.0,119.0,136.0
Gerald Parker,64,2.0,,2788.0,78.0,342.0
William Howard,49,5.0,68.0,6131.0,106.0,619.0
Kevin Baker,57,2.0,20.0,1833.0,116.0,
Gerald Taylor,19,5.0,65.0,14066.0,,428.0
Carl Vazquez,54,1.0,30.0,1592.0,111.0,543.0
Matthew Middleton,64,0.0,17.0,4641.0,176.0,471.0
Jessica Brown,52,3.0,47.0,2467.0,62.0,296.0
Derek Maldonado,30,3.0,48.0,11779.0,87.0,343.0
Mrs. Samantha Cunningham,57,4.0,33.0,4082.0,158.0,226.0
Francis Scott,19,8.0,,17523.0,135.0,426.0
Mrs. Sierra Yates,50,6.0,29.0,7679.0,74.0,300.0
Rachel Gardner,47,,73.0,7649.0,107.0,236.0
Deborah Estes,27,9.0,51.0,8939.0,97.0,720.0
Ralph Morgan,32,9.0,65.0,15874.0,123.0,525.0
Chad Wilson,64,,43.0,,148.0,385.0
Amber Smith,19,9.0,116.0,16239.0,110.0,736.0
Mario Harrison,43,5.0,40.0,,90.0,
Mrs. Ruth Smith,61,4.0,21.0,1209.0,140.0,389.0
Adam Smith,29,11.0,50.0,11165.0,78.0,420.0
Jasmine Mcgee,36,6.0,26.0,11485.0,103.0,482.0
Laura Farmer,59,3.0,49.0,4586.0,151.0,107.0
Gregory Sanchez,42,4.0,74.0,11670.0,75.0,541.0
Lori Morgan,40,1.0,58.0,8812.0,85.0,520.0
Robert Thomas,24,14.0,68.0,14413.0,,
Michelle Young,24,15.0,77.0,16707.0,93.0,
Brianna Hernandez,20,7.0,115.0,14827.0,153.0,458.0
Kristen Graham,50,4.0,46.0,7906.0,95.0,345.0
Susan Huerta,18,4.0,46.0,7906.0,95.0,345.0
Robert Hays,48,6.0,68.0,,165.0,290.0
Jason Moody,38,6.0,41.0,8074.0,,409.0
Daniel Boyd,45,,79.0,11869.0,126.0,449.0
Teresa Martinez,34,9.0,49.0,9762.0,115.0,658.0
Lori Berry,63,3.0,45.0,4481.0,139.0,444.0
David Miller,27,6.0,51.0,9533.0,134.0,474.0
Tiffany Valdez,20,11.0,90.0,,157.0,608.0
Savannah Butler,18,11.0,90.0,,157.0,608.0
Angela Henderson,41,,54.0,8497.0,,504.0
Mary Brandt,30,1.0,88.0,15450.0,115.0,650.0
Donna Williams,53,,44.0,4666.0,84.0,400.0
Brandon Allen,34,11.0,44.0,10360.0,100.0,357.0
Justin Thompson,48,,25.0,9256.0,117.0,598.0
Terry Lopez,60,5.0,26.0,4358.0,86.0,639.0
Michael Fleming,56,1.0,31.0,1085.0,111.0,359.0
Nancy Myers,56,3.0,36.0,4257.0,127.0,226.0
Charles Jarvis,42,8.0,56.0,11884.0,131.0,
Steven Cobb,35,2.0,68.0,13756.0,127.0,
David Willis,64,5.0,42.0,3093.0,100.0,477.0
Amy Hicks,50,3.0,49.0,8355.0,77.0,491.0
Michael Paul,53,4.0,46.0,2491.0,62.0,370.0
Oscar Gregory,62,4.0,42.0,1821.0,140.0,285.0
Samantha Ruiz,39,3.0,35.0,8314.0,,458.0
Joe Hinton,58,3.0,25.0,3704.0,177.0,296.0
Mr. Aaron Owens,57,4.0,20.0,1541.0,148.0,128.0
Thomas Smith,18,4.0,20.0,1541.0,148.0,128.0
Amy Johnson,60,5.0,21.0,3775.0,105.0,218.0
Evelyn Smith,63,3.0,29.0,3383.0,,616.0
Stephen Nelson,48,7.0,60.0,11838.0,148.0,364.0
Natalie Robertson,43,4.0,28.0,,138.0,346.0
Douglas Gonzalez,58,1.0,12.0,1283.0,112.0,673.0
Alexis Lane,20,4.0,,14872.0,83.0,711.0
Garrett Winters,21,3.0,108.0,15584.0,145.0,522.0
Kevin Hart,32,2.0,62.0,,121.0,319.0
Kenneth Williams,24,12.0,,18795.0,126.0,899.0
Courtney Wells,52,4.0,18.0,1850.0,177.0,409.0
Laura Jenkins,33,1.0,66.0,14502.0,126.0,542.0
Tonya Garza,50,3.0,64.0,,167.0,390.0
Laurie Jones,52,1.0,17.0,,,401.0
Lauren Dominguez,56,4.0,13.0,,163.0,386.0
Jennifer Moody,41,8.0,44.0,7797.0,167.0,345.0
Whitney Taylor,38,3.0,59.0,,78.0,640.0
Meagan Hammond,39,8.0,32.0,11239.0,87.0,597.0
Brian Murphy,47,,,8787.0,130.0,648.0
Jennifer Barton,42,3.0,28.0,8292.0,163.0,
Donald Sanders,37,7.0,54.0,8601.0,98.0,345.0
Alejandro Taylor,64,3.0,35.0,2289.0,78.0,533.0
Stacy Mcbride,32,1.0,59.0,10285.0,120.0,638.0
Matthew Holland,23,3.0,109.0,17185.0,126.0,623.0
Emily Phelps,38,7.0,52.0,7736.0,80.0,321.0
Wendy Thomas,43,6.0,74.0,8288.0,156.0,561.0
Dawn Smith,44,3.0,48.0,7617.0,,366.0
Heather Glenn,60,1.0,36.0,2555.0,167.0,325.0
Anne Hoffman,48,3.0,67.0,8534.0,167.0,
Stephanie Lopez,29,8.0,46.0,11172.0,124.0,588.0
Steven Munoz,44,1.0,43.0,9521.0,147.0,402.0
Jason Smith,44,5.0,64.0,6339.0,146.0,618.0
Alyssa Dorsey,50,0.0,61.0,11862.0,142.0,
Michelle Sloan,18,0.0,61.0,11862.0,142.0,
Justin Martinez,25,13.0,117.0,18082.0,96.0,498.0
Phillip Lopez,31,,90.0,13452.0,112.0,
Emily Young,45,1.0,,10416.0,141.0,646.0
Joseph Wolf,38,5.0,,7992.0,134.0,402.0
Kenneth Serrano,21,3.0,76.0,18589.0,132.0,863.0
Cody Davis,48,3.0,74.0,9484.0,166.0,580.0
Nicole Ward,46,4.0,57.0,7392.0,149.0,382.0
Andrea Dunn,47,,34.0,6819.0,109.0,241.0
Joshua Thompson,61,2.0,23.0,4711.0,91.0,132.0
Kelly Reed,61,2.0,13.0,2229.0,119.0,625.0
Timothy Medina,39,1.0,69.0,10322.0,146.0,469.0
Randy Page,33,2.0,74.0,9486.0,94.0,577.0
Amy Conner,60,4.0,10.0,4643.0,145.0,247.0
Denise Wallace,53,2.0,27.0,,76.0,173.0
Shawna Hunter,51,1.0,,4152.0,172.0,136.0
Steven Williams,30,4.0,98.0,12802.0,152.0,570.0
Alex Williams,20,13.0,92.0,12799.0,,
Timothy Hendricks,21,2.0,119.0,15696.0,137.0,437.0
Kelly Harmon,20,12.0,113.0,18860.0,116.0,594.0
Amanda Donaldson,40,8.0,79.0,10509.0,90.0,607.0
Robert Allen,23,4.0,95.0,18708.0,141.0,838.0
Tamara Davis,60,1.0,34.0,1980.0,90.0,512.0
Kimberly Gonzalez,22,7.0,104.0,12535.0,84.0,431.0
Andrew Simmons,49,8.0,53.0,9309.0,143.0,408.0
Ian Bryan,27,5.0,98.0,11694.0,106.0,576.0
Jose French,29,10.0,79.0,8265.0,156.0,666.0
Joshua Parker,18,10.0,79.0,8265.0,156.0,666.0
Annette Reyes,25,6.0,50.0,14684.0,85.0,457.0
Paul Harper,49,3.0,36.0,9912.0,147.0,233.0
Madison Jenkins,61,5.0,,2910.0,175.0,348.0
Michael Jones,60,2.0,32.0,3441.0,143.0,151.0
Shannon Frost,22,2.0,74.0,16521.0,135.0,620.0
Peter Miller,28,10.0,97.0,11299.0,79.0,569.0
Sarah Floyd,47,3.0,,11158.0,154.0,531.0
Jennifer Flores,52,4.0,24.0,1779.0,116.0,318.0
Jennifer Martinez,57,4.0,24.0,1297.0,158.0,109.0
Kathleen Mason,23,8.0,81.0,16759.0,98.0,642.0
Dr. Scott Haley,21,13.0,,12740.0,105.0,651.0
Wayne Miller,63,3.0,12.0,1081.0,121.0,507.0
Gregory Bailey,48,,,10085.0,,330.0
Monica Smith,23,2.0,,18597.0,108.0,824.0
Donald Conner,30,2.0,63.0,8832.0,112.0,632.0
Debra Miller,41,3.0,,9728.0,,264.0
Amy Clarke,58,4.0,41.0,4254.0,103.0,371.0
Michael Palmer,51,2.0,19.0,1445.0,136.0,562.0
Joshua Waters,53,3.0,43.0,2567.0,96.0,411.0
Kristin Bradley,28,,72.0,15666.0,138.0,443.0
Megan Owens,34,1.0,58.0,9276.0,,313.0
Rebecca Meyers,62,2.0,22.0,1801.0,136.0,606.0
Daniel Brooks,60,2.0,26.0,2333.0,151.0,262.0
Maria Guerrero,57,1.0,13.0,4020.0,70.0,672.0
Kevin Scott,32,1.0,54.0,10114.0,105.0,620.0
Christopher Boyer,26,6.0,,15114.0,111.0,
Morgan Perez,57,2.0,34.0,3767.0,173.0,497.0
Matthew Long,20,4.0,104.0,18876.0,138.0,705.0
Stephanie Murray,26,8.0,71.0,8468.0,123.0,489.0
Jessica Bird,41,1.0,67.0,7933.0,125.0,416.0
Roger Wells,20,15.0,67.0,15026.0,153.0,726.0
Angela Hodge,23,,59.0,,146.0,659.0
Felicia Reid,19,,89.0,,95.0,742.0
Bryan Holden,49,7.0,66.0,11370.0,90.0,319.0
Michele Gregory,59,2.0,40.0,3795.0,130.0,
Catherine Lara,49,,71.0,,74.0,388.0
Sheena Perez,24,14.0,74.0,18180.0,97.0,671.0
Michelle Frank,44,8.0,66.0,,151.0,263.0
Jill Perez,51,1.0,33.0,2603.0,,657.0
Joshua Reid,58,1.0,33.0,4019.0,179.0,180.0
Jeremy Cummings,48,0.0,51.0,,90.0,604.0
Kevin Stokes,21,,72.0,17169.0,158.0,421.0
Johnny Sanchez,29,7.0,40.0,14129.0,116.0,302.0
Ronald Dawson,41,6.0,56.0,8436.0,127.0,569.0
Sean Gonzalez,58,1.0,42.0,3197.0,100.0,281.0
Diana Baker,27,10.0,80.0,12583.0,121.0,546.0
Katrina Harris,48,5.0,,7294.0,136.0,607.0
Robert Gilbert,55,2.0,36.0,4348.0,62.0,506.0
Kathy Gomez,41,2.0,58.0,6186.0,90.0,262.0
Clifford Roberts,59,,47.0,2389.0,83.0,602.0
James Harvey,41,7.0,71.0,11516.0,79.0,403.0
Wendy Thomas,47,3.0,69.0,6620.0,146.0,464.0
Eric Bridges,63,4.0,20.0,2492.0,69.0,200.0
Gregory White,59,5.0,18.0,2822.0,97.0,233.0
Alejandra Hernandez,32,1.0,58.0,8928.0,99.0,419.0
Mark Wilson,52,,35.0,,100.0,330.0
Amy Houston,33,4.0,44.0,10642.0,126.0,492.0
Matthew Mathews,53,,47.0,4437.0,137.0,394.0
Ryan Stephenson,37,5.0,49.0,,159.0,235.0
Theresa Vaughn,39,2.0,28.0,10682.0,153.0,233.0
Michael Decker Jr.,43,6.0,78.0,11405.0,118.0,318.0
Jillian Garner,59,1.0,18.0,1088.0,74.0,673.0
John Greer,48,4.0,51.0,7318.0,157.0,220.0
Cynthia Krueger MD,60,3.0,,2753.0,93.0,319.0
Brenda Cross,32,1.0,84.0,8235.0,164.0,
Robert Anderson,21,8.0,119.0,19560.0,96.0,845.0
Danny Stone,33,,82.0,11470.0,86.0,422.0
Gary Smith,39,0.0,,8958.0,132.0,286.0
Elizabeth Marsh,56,5.0,37.0,2137.0,135.0,148.0
Sandra Hernandez,43,5.0,48.0,9510.0,71.0,321.0
Casey Ellis,60,1.0,40.0,2955.0,133.0,344.0
Henry Olson,32,8.0,45.0,10940.0,111.0,477.0
Michael Bailey,45,4.0,50.0,9685.0,81.0,615.0
Christine Thompson,25,10.0,111.0,18492.0,118.0,549.0
Angela Guzman,60,1.0,35.0,3064.0,146.0,417.0
David Hardin,51,5.0,28.0,3125.0,,629.0
Thomas Myers,37,6.0,33.0,6427.0,86.0,583.0
Clayton Gutierrez,47,,,11990.0,109.0,468.0
Janice Smith,38,2.0,66.0,9773.0,70.0,649.0
Shelly Goodman,39,5.0,29.0,8602.0,123.0,532.0
Jeffrey Stevens,56,2.0,34.0,4136.0,161.0,262.0
David Thomas,53,1.0,38.0,2891.0,60.0,298.0
Alexandra Morris,58,1.0,30.0,4662.0,132.0,344.0
Tracy Hughes,51,5.0,16.0,,99.0,281.0
Katherine Carney,18,5.0,16.0,,99.0,281.0
Ashley Richardson,57,2.0,24.0,1735.0,160.0,568.0
Ralph Murphy,34,3.0,81.0,,129.0,
Abigail Hughes,19,15.0,68.0,13892.0,86.0,
Kim Kelley,28,8.0,92.0,14114.0,150.0,706.0
Timothy Lozano,37,1.0,75.0,10981.0,85.0,283.0
Daniel Torres,46,,30.0,11020.0,115.0,503.0
Beth Saunders,49,3.0,79.0,,154.0,342.0
Jeffrey Webb,33,3.0,35.0,12801.0,150.0,621.0
Ronald Garcia,56,,28.0,2007.0,146.0,490.0
Katrina Campbell,63,2.0,36.0,1397.0,138.0,500.0
Donald Moore,59,4.0,,1114.0,85.0,537.0
Kimberly Williams,51,1.0,21.0,2116.0,91.0,402.0
Jamie Smith,41,6.0,65.0,9466.0,125.0,582.0
Cindy Harrison,23,15.0,77.0,16293.0,151.0,637.0
Anne Barajas,28,9.0,47.0,10202.0,149.0,572.0
Nicholas Johnson,49,,43.0,8695.0,77.0,423.0
Marie Robinson,41,,69.0,,82.0,466.0
Laura Terry,30,6.0,60.0,15161.0,116.0,
Crystal Lyons,57,2.0,25.0,2691.0,,208.0
Jacob Wright,55,3.0,31.0,4073.0,67.0,233.0
Michael Long,51,4.0,22.0,,126.0,183.0
Jonathan Gutierrez,40,2.0,44.0,9125.0,110.0,204.0
Elizabeth Dunn,27,2.0,61.0,10740.0,164.0,313.0
Latoya Richardson,51,0.0,44.0,3477.0,63.0,294.0
John Mendez Jr.,26,10.0,,10960.0,,638.0
Brandy Jones,61,2.0,31.0,4139.0,81.0,469.0
Aaron Serrano,26,8.0,80.0,14857.0,156.0,587.0
Matthew Dawson,37,,49.0,8965.0,114.0,557.0
Jennifer Brewer,22,5.0,94.0,14883.0,96.0,898.0
Michael Jordan,55,3.0,,4616.0,118.0,342.0
Melissa Shah,19,6.0,93.0,18573.0,110.0,809.0
Jennifer Thompson,58,1.0,10.0,1111.0,162.0,661.0
Brandy Pham,40,1.0,52.0,11545.0,119.0,474.0
Alec Pena,42,4.0,,10671.0,129.0,626.0
James Robertson,43,6.0,38.0,11269.0,79.0,551.0
John Diaz,37,5.0,,,,
Kathryn Salas,54,,18.0,2614.0,147.0,355.0
Taylor Carney,42,7.0,62.0,9383.0,,
Christy Holden,20,12.0,78.0,12841.0,155.0,648.0
Thomas Bell,50,7.0,31.0,11983.0,106.0,359.0
Dr. Elizabeth Heath,32,7.0,76.0,11737.0,,391.0
Emily Gallagher,23,6.0,101.0,13592.0,103.0,664.0
Cassandra Moody,64,4.0,14.0,2023.0,,442.0
Judith Gonzalez,53,5.0,42.0,1317.0,83.0,491.0
David Jones,46,6.0,46.0,6691.0,164.0,247.0
April Wheeler,60,3.0,41.0,4519.0,64.0,491.0
Denise Webster,50,6.0,,11205.0,,355.0
Adam Ramos,21,11.0,57.0,12914.0,131.0,513.0
Jeffery Jones,21,8.0,108.0,19795.0,138.0,742.0
Julie Richmond,58,2.0,26.0,4031.0,119.0,469.0
Larry Campbell,58,,23.0,1592.0,161.0,
Candace Johnson,62,3.0,10.0,2466.0,108.0,110.0
Kelly Johnson,37,3.0,58.0,8361.0,,590.0
Kelly Barnett,37,4.0,63.0,10545.0,115.0,420.0
James Gilbert,52,5.0,20.0,,,272.0
Brenda Brandt,44,1.0,52.0,9821.0,132.0,568.0
Stacy Vasquez,58,4.0,37.0,4962.0,170.0,154.0
Terri Mccormick,55,,29.0,3293.0,124.0,604.0
Karen Reed,26,10.0,,10168.0,,471.0
Lauren Rodriguez,53,3.0,49.0,1663.0,74.0,307.0
Stephanie Parker,21,11.0,72.0,13731.0,148.0,417.0
Steve Garcia,56,1.0,47.0,4210.0,88.0,
Cynthia Williams,25,7.0,91.0,19882.0,152.0,569.0
Matthew Willis,19,2.0,85.0,19505.0,123.0,519.0
Amanda Bailey,62,4.0,42.0,2033.0,162.0,170.0
Dustin Martin,34,2.0,46.0,15352.0,144.0,716.0
Michelle Burgess,19,2.0,102.0,16327.0,156.0,725.0
Larry Davis,29,,82.0,14925.0,,728.0
Sarah Jenkins,63,4.0,49.0,4916.0,156.0,587.0
Kevin Hunt,63,5.0,32.0,3987.0,74.0,654.0
Spencer Hughes,37,5.0,52.0,6573.0,93.0,641.0
Jacqueline Oneal,26,9.0,63.0,14578.0,125.0,638.0
Victoria Scott,58,0.0,,1172.0,118.0,549.0
Lance Harris,32,7.0,36.0,,,717.0
Reginald Rodriguez,25,11.0,,13013.0,,874.0
Austin Schmidt,59,3.0,47.0,4770.0,175.0,460.0
Ryan Becker,54,3.0,39.0,4755.0,61.0,530.0
Steven Hughes,25,5.0,115.0,13047.0,126.0,758.0
Eric Parsons,50,3.0,72.0,10885.0,133.0,
Patrick Webb,43,4.0,57.0,8885.0,,378.0
Jeffrey Stanton,30,1.0,89.0,15439.0,157.0,343.0
Kyle Bailey,64,0.0,32.0,3470.0,146.0,684.0
Julie Ball,30,10.0,43.0,10750.0,143.0,445.0
Danny Davis,62,5.0,33.0,1968.0,,224.0
Natalie Newman,55,2.0,,3546.0,,364.0
Loretta Carrillo,36,8.0,28.0,7598.0,160.0,546.0
Olivia Payne,41,7.0,71.0,11865.0,97.0,530.0
Tracy Perry,27,,49.0,9397.0,79.0,522.0
Lindsay Frey,60,5.0,,4480.0,78.0,669.0
Pamela Flores,20,14.0,61.0,,91.0,819.0
Danny Rogers,32,2.0,68.0,8808.0,145.0,591.0
Katelyn Ortiz,60,1.0,48.0,1620.0,170.0,440.0
Brandon Cherry,48,5.0,,7282.0,72.0,616.0
Brian Mclaughlin,49,3.0,68.0,8849.0,136.0,576.0
Kathleen Miller,41,3.0,56.0,9255.0,155.0,548.0
Andrew Blankenship,40,4.0,60.0,8254.0,121.0,554.0
Jaime Moore,44,5.0,71.0,10750.0,144.0,566.0
Morgan Stone,61,3.0,46.0,,,286.0
Samantha Smith,30,8.0,85.0,9043.0,157.0,
Derek Mcdonald,54,2.0,29.0,3622.0,178.0,394.0
Spencer Thompson,55,0.0,31.0,2359.0,95.0,388.0
Oscar Robbins,52,2.0,29.0,,126.0,664.0
William Deleon,59,1.0,14.0,2042.0,65.0,572.0
Virginia Garza,64,,18.0,1397.0,161.0,651.0
Angel Swanson,40,7.0,67.0,11319.0,,279.0
Melissa Roman,31,9.0,53.0,12651.0,104.0,757.0
Amanda Watson,32,1.0,50.0,12038.0,110.0,420.0
Darryl Perez,56,0.0,10.0,3482.0,126.0,124.0
Rebecca Hale,24,7.0,103.0,14999.0,137.0,758.0
Benjamin Campbell,38,8.0,29.0,11345.0,87.0,649.0
Stephanie Davis,58,2.0,34.0,4452.0,,484.0
Troy Mathis,63,3.0,22.0,2307.0,,304.0
Anthony Lane,56,1.0,18.0,1357.0,85.0,532.0
David Reynolds,39,,46.0,6004.0,141.0,578.0
Brandon Kelly,40,5.0,54.0,11153.0,96.0,620.0
Mr. Andrew Diaz,64,0.0,29.0,1122.0,162.0,464.0
Daniel Mckay,26,6.0,83.0,11328.0,81.0,361.0
Jacob Cook,29,3.0,,12464.0,113.0,324.0
Tina Turner,49,2.0,74.0,6374.0,112.0,570.0
Scott Avila,51,2.0,46.0,3727.0,93.0,497.0
Jeffrey Marquez,18,2.0,46.0,3727.0,93.0,497.0
Curtis Larson,27,,,9007.0,87.0,
Meredith Navarro,26,3.0,72.0,12016.0,151.0,
Matthew Wright,19,4.0,104.0,18265.0,96.0,726.0
Andrew Estrada,43,2.0,51.0,9693.0,124.0,217.0
Jaime Fowler,50,6.0,51.0,8417.0,126.0,635.0
Kenneth Adams,50,3.0,44.0,7498.0,,525.0
Michael Ayala,34,2.0,35.0,12169.0,,656.0
Erin Wilson,35,9.0,54.0,14210.0,127.0,616.0
Andrea Wolfe,24,11.0,63.0,14974.0,141.0,443.0
Kelly Cortez,54,,29.0,3582.0,127.0,366.0
James Taylor,27,9.0,61.0,14427.0,127.0,407.0
Ariel Brown,52,4.0,40.0,2603.0,,331.0
