Name,Steps,HeartRate,Calories,Distance,Duration,Age
Jeffery Johns,,127.0,,8.44,75.0,51.0
John Atkinson,1467.0,119.0,387.0,4.3,21.0,42.0
Meagan White,5656.0,73.0,286.0,13.37,115.0,
William White,12784.0,,,10.27,77.0,
Darren Garcia,19944.0,63.0,290.0,8.12,106.0,48.0
Dawn Gibson,18211.0,101.0,499.0,12.83,,56.0
William Nguyen,18812.0,129.0,621.0,10.87,48.0,30.0
Kayla Adams,9024.0,169.0,328.0,4.04,52.0,60.0
David Lewis,19245.0,114.0,343.0,1.74,25.0,
Catherine Perez,8780.0,145.0,435.0,11.82,20.0,63.0
Robert Chan,18710.0,134.0,307.0,,43.0,31.0
Jeremy Cole,14908.0,179.0,618.0,,58.0,34.0
Seth Walker,15798.0,69.0,887.0,,,22.0
Maureen Kemp,8679.0,,733.0,14.82,52.0,
Gabriela Thompson,4312.0,133.0,693.0,14.88,92.0,46.0
Sherri Wallace,17964.0,73.0,175.0,7.71,62.0,40.0
John Schmitt,1808.0,,306.0,12.66,82.0,
Craig Walters Jr.,3015.0,,128.0,13.2,,41.0
Johnny Burns,,,644.0,,59.0,
Joe Thomas,,111.0,747.0,1.04,88.0,50.0
David Lucas,8387.0,117.0,662.0,7.62,116.0,23.0
Connie Anderson,11498.0,97.0,,8.03,,38.0
Jeffrey Elliott,17556.0,173.0,776.0,2.74,115.0,
Steven Miller,16459.0,110.0,472.0,0.7,59.0,29.0
Janet Thomas,,86.0,849.0,6.79,10.0,
Rachel Stewart,13492.0,83.0,503.0,9.83,18.0,54.0
Lauren Shah,,176.0,818.0,13.73,,38.0
David Meyer,6208.0,147.0,275.0,4.79,119.0,38.0
Alyssa Villanueva,8469.0,109.0,,2.52,69.0,56.0
Daniel Walsh,,105.0,302.0,3.98,58.0,45.0
Emily Perez,7975.0,88.0,282.0,3.2,75.0,33.0
Doris Taylor,2819.0,,116.0,5.93,85.0,61.0
Eddie Adams,5832.0,,,5.29,,30.0
Elizabeth Mcclure,,67.0,149.0,1.36,39.0,63.0
Tammy Davis,17192.0,158.0,779.0,6.83,,27.0
Jimmy Smith,,,,,7.0,21.0
Richard Barnes,,133.0,625.0,3.8,30.0,29.0
Kent Harrington,3825.0,77.0,684.0,5.69,,
Rebecca Bryant,9068.0,75.0,296.0,13.47,45.0,28.0
Kelly Walsh,,99.0,823.0,2.7,102.0,51.0
Jody Garrison,,133.0,667.0,7.17,16.0,
David Munoz,3397.0,,610.0,0.91,28.0,51.0
Amanda Thomas,7064.0,107.0,700.0,14.06,83.0,
Victoria Maddox,4368.0,161.0,259.0,,21.0,53.0
Stacy Dickson,,,,13.14,112.0,41.0
Christy Vargas,16910.0,,594.0,13.84,78.0,
Lisa Hubbard,,119.0,,,69.0,63.0
Lisa Flores,,146.0,,11.13,92.0,
Susan Gibbs,10875.0,67.0,281.0,12.35,90.0,19.0
Kevin Taylor,5037.0,140.0,116.0,,,
Stephanie King,5059.0,101.0,338.0,9.27,97.0,18.0
Jessica Burgess,,79.0,194.0,8.37,14.0,64.0
Robert Anderson,13498.0,,494.0,9.45,95.0,
Jasmine Gregory,7475.0,,,1.73,116.0,58.0
Rachel Miranda,,94.0,,7.71,11.0,28.0
Shannon Bailey,13060.0,151.0,283.0,6.72,43.0,22.0
Whitney Graham,15906.0,176.0,222.0,,38.0,
Cynthia Spencer,2952.0,,769.0,13.82,64.0,44.0
Austin Jones,16188.0,67.0,483.0,2.73,100.0,47.0
Kaitlyn Lewis,16216.0,,251.0,,115.0,57.0
Brett Kirk,7646.0,157.0,522.0,7.7,16.0,63.0
Bridget Williamson,,115.0,631.0,14.82,,
Lindsey Adams,2724.0,,,,19.0,43.0
Rebecca Smith,9240.0,145.0,447.0,13.07,31.0,
Allen Carter,6114.0,130.0,,,96.0,33.0
Johnny Cobb,4940.0,99.0,293.0,2.94,,52.0
David Dennis,7626.0,139.0,640.0,12.23,49.0,36.0
Elizabeth White,4969.0,138.0,614.0,12.23,20.0,64.0
Micheal Vasquez,12357.0,,545.0,,,29.0
Sandra Rivera,10267.0,131.0,428.0,1.06,8.0,41.0
Eugene Scott,12088.0,138.0,510.0,0.93,,40.0
Daniel Clayton,,87.0,375.0,9.88,,50.0
Elizabeth Johnson,,74.0,,12.86,67.0,34.0
Bryce Johnson,9111.0,149.0,537.0,8.76,18.0,50.0
Danielle Simmons,3402.0,102.0,351.0,,39.0,59.0
Michael Nguyen,15919.0,92.0,715.0,10.55,,33.0
Carolyn Ward,,,529.0,14.01,68.0,
April Sullivan,,156.0,,2.39,44.0,
Alice Stark,12247.0,131.0,781.0,13.08,12.0,
Charles Guzman,16017.0,74.0,764.0,12.75,,20.0
Christopher Smith,11900.0,121.0,664.0,11.47,117.0,37.0
Valerie Ferguson,12183.0,87.0,235.0,1.35,108.0,51.0
Luis Garcia,6431.0,130.0,213.0,,58.0,57.0
Maurice Carney,9746.0,152.0,599.0,14.04,112.0,18.0
Bryan Fischer,15281.0,122.0,221.0,,55.0,59.0
Victoria Jones,,73.0,457.0,1.2,32.0,61.0
Bradley Roberts,,100.0,721.0,,102.0,31.0
Stephanie Nguyen,7913.0,90.0,854.0,14.31,65.0,
Shannon Hernandez,5496.0,98.0,854.0,9.24,57.0,52.0
Amanda Dennis,12270.0,89.0,773.0,11.13,84.0,61.0
Marie Ross,9182.0,130.0,738.0,,22.0,28.0
Krista Green,10907.0,109.0,,14.06,100.0,46.0
George Guzman,7346.0,60.0,293.0,6.56,91.0,32.0
Victoria Green,17358.0,107.0,,10.81,105.0,38.0
Michelle Cox,12064.0,,,7.76,104.0,29.0
Mr. Daniel Lewis,2025.0,148.0,605.0,2.04,47.0,26.0
Zachary Valdez,7064.0,155.0,828.0,10.62,95.0,50.0
Matthew Huynh,6499.0,89.0,104.0,,118.0,46.0
Kelly Morton,4551.0,160.0,295.0,4.65,116.0,50.0
Susan Martinez,19608.0,168.0,531.0,8.68,,19.0
Wendy Gallegos,,103.0,,11.61,,50.0
Adam Pineda,2763.0,83.0,593.0,,23.0,24.0
Daniel Tyler,6849.0,67.0,896.0,12.45,,38.0
Jennifer Riley,18042.0,179.0,881.0,,23.0,31.0
Mackenzie Leach,16484.0,127.0,629.0,,,26.0
Nicole Mcdaniel,,,780.0,10.63,14.0,39.0
Andrew Phillips,9163.0,155.0,,13.22,16.0,
Katelyn Williams,8805.0,175.0,,6.82,37.0,51.0
Lori Bradley,2198.0,163.0,292.0,1.51,87.0,30.0
Courtney Ball,15453.0,,877.0,6.74,,53.0
Daniel Randall,15965.0,179.0,503.0,7.57,70.0,
Amanda Welch,11141.0,113.0,635.0,,101.0,29.0
Shawn Maxwell,,93.0,419.0,5.29,55.0,50.0
Kristen Holmes,2198.0,60.0,227.0,7.31,81.0,54.0
Rebecca Roberts,,141.0,,3.76,,35.0
Jason Jones,6430.0,,196.0,2.13,69.0,
Cory Ayers,10297.0,164.0,715.0,1.63,72.0,32.0
Teresa Johnson,12600.0,98.0,145.0,11.06,22.0,44.0
Michael Miller,19001.0,158.0,314.0,14.06,52.0,33.0
Marcus Phillips,15021.0,142.0,,6.92,,
Dr. Dustin Griffin,,137.0,545.0,7.79,6.0,59.0
Jeremiah Faulkner,1565.0,99.0,858.0,,39.0,38.0
Andrew Anthony,,96.0,808.0,1.42,64.0,28.0
Marcus Santiago,3364.0,92.0,135.0,9.44,98.0,30.0
Michelle Ayers,2179.0,151.0,677.0,,118.0,29.0
James Cervantes,17833.0,89.0,147.0,3.23,65.0,21.0
Michael Wolf,18891.0,178.0,564.0,11.07,24.0,64.0
Elizabeth Ramirez,12525.0,153.0,391.0,2.86,80.0,38.0
Danielle Miller,2145.0,104.0,167.0,1.78,49.0,
Linda Harris,7847.0,135.0,839.0,2.0,68.0,
Kelsey Robertson,4614.0,92.0,,3.68,18.0,
John Little,2205.0,68.0,141.0,,34.0,58.0
Susan Campbell,8747.0,63.0,108.0,10.06,,
David Garrett III,9547.0,81.0,363.0,1.58,112.0,25.0
Edward Chapman,,,749.0,10.12,89.0,29.0
Tina Henry,6221.0,72.0,435.0,1.49,53.0,44.0
Noah Davis,15711.0,112.0,598.0,5.41,74.0,22.0
Brian Jackson,11474.0,97.0,,7.86,59.0,23.0
Haley Bell,15093.0,152.0,188.0,8.97,43.0,26.0
Adriana George,14461.0,86.0,866.0,9.79,,64.0
Mrs. Kimberly Phillips,,174.0,257.0,10.99,27.0,46.0
Richard Ayala,13679.0,161.0,434.0,11.4,,42.0
Alexandra Lopez,12562.0,113.0,,6.15,,33.0
Kenneth Reed,12560.0,108.0,550.0,12.69,,31.0
Mark Silva,11670.0,109.0,539.0,,110.0,
Dawn Tyler,4671.0,175.0,795.0,10.1,25.0,24.0
Jennifer Miller,15863.0,88.0,727.0,2.44,30.0,35.0
Katherine Turner,6074.0,159.0,,,103.0,32.0
Melissa Black,8934.0,170.0,799.0,,35.0,40.0
Kevin Jimenez,2792.0,154.0,533.0,,,21.0
Lindsey Cooper,7230.0,101.0,634.0,13.9,90.0,54.0
Joseph Russell,13468.0,140.0,269.0,13.06,,39.0
Sean Gutierrez,3696.0,92.0,732.0,12.58,54.0,36.0
Amy Carroll MD,,80.0,610.0,,51.0,35.0
Deborah Miller,19876.0,165.0,291.0,4.77,,
Jamie Garcia,,97.0,595.0,10.6,39.0,23.0
David Greer,,93.0,403.0,6.22,25.0,28.0
Kevin Smith,5307.0,142.0,632.0,3.68,76.0,31.0
Ashley Williams,12234.0,66.0,180.0,14.85,,23.0
Lauren Rosales,10774.0,,247.0,13.79,55.0,34.0
Kathy Williams,14968.0,151.0,,8.47,,57.0
Michael Harper,19948.0,111.0,106.0,5.02,96.0,42.0
Jennifer Sanchez,15340.0,,707.0,14.93,50.0,56.0
Steven Young,17466.0,161.0,393.0,10.89,31.0,34.0
Jeffrey Stewart,,116.0,787.0,12.73,28.0,52.0
Makayla Moore,3434.0,73.0,,2.13,96.0,
Dr. Kyle Garcia,,120.0,492.0,11.86,,64.0
Donna Bruce,8864.0,,448.0,6.8,97.0,49.0
Lawrence Perez,4286.0,76.0,189.0,4.9,64.0,31.0
Jamie Reese,4512.0,138.0,217.0,10.54,47.0,26.0
Dr. Christina Glenn,10364.0,147.0,335.0,11.23,,
Bryan Wright,19679.0,61.0,533.0,,,
Darrell Schneider,19864.0,132.0,716.0,8.55,29.0,40.0
Hannah Cruz,2170.0,105.0,285.0,10.59,95.0,57.0
Jeff Diaz,12704.0,81.0,882.0,1.06,15.0,50.0
Kerry Daniels,19450.0,,691.0,13.14,28.0,62.0
Taylor Brown DDS,6568.0,128.0,,,50.0,57.0
Renee Vasquez,19598.0,99.0,665.0,11.45,99.0,47.0
Sean Williams,,62.0,485.0,,26.0,23.0
Blake Wright,13232.0,85.0,844.0,5.67,57.0,22.0
Jeffrey Randall,2573.0,60.0,741.0,0.64,53.0,
Janice Green,,82.0,564.0,6.24,110.0,33.0
Matthew Bell,12194.0,124.0,583.0,10.77,54.0,39.0
Mrs. Tiffany Hall,12949.0,176.0,180.0,,113.0,35.0
Keith Neal,,163.0,615.0,6.13,113.0,24.0
Steven Mitchell,10713.0,135.0,434.0,10.86,110.0,26.0
Bryan Daniels,19332.0,160.0,507.0,,22.0,20.0
Jenny Brown,16338.0,,603.0,4.55,8.0,
Jesse Garcia,12438.0,65.0,582.0,12.8,26.0,44.0
Nicholas Brown,2095.0,,894.0,5.52,95.0,18.0
Justin Chase,4664.0,163.0,477.0,12.11,,39.0
Darrell Camacho,14130.0,179.0,560.0,0.6,33.0,
Jesse Melendez,12049.0,60.0,231.0,,12.0,58.0
Robert Wiggins,17959.0,79.0,206.0,,114.0,
Jesse Bradley,4305.0,,,,32.0,59.0
John Rogers,5071.0,,,11.6,,61.0
Bryan Anderson,,161.0,,1.23,21.0,44.0
Lori Hernandez,18710.0,65.0,864.0,,89.0,47.0
Rebecca Jimenez,7706.0,65.0,,13.62,22.0,32.0
Peter Grant,10008.0,117.0,575.0,,59.0,
Ricardo Smith,5209.0,141.0,218.0,2.85,,
Danielle Martin,,,854.0,0.98,55.0,28.0
Sean Berry,18248.0,71.0,691.0,13.89,57.0,35.0
Donna Christensen,19138.0,118.0,686.0,11.33,18.0,49.0
Ms. Elizabeth Thompson,12427.0,,,6.99,,53.0
James Payne,5252.0,65.0,272.0,,88.0,55.0
Tracy Stone,7277.0,161.0,461.0,9.55,,
Elizabeth Friedman,2374.0,,568.0,10.95,92.0,20.0
Barry Lin,10086.0,105.0,392.0,,23.0,48.0
Sara Spencer,12696.0,144.0,,8.91,,58.0
Tracy Davis,,142.0,110.0,8.8,80.0,49.0
Jerry Martin,18025.0,76.0,528.0,10.82,15.0,38.0
Mariah Ferguson,13561.0,88.0,,14.79,59.0,35.0
Travis Pacheco,18265.0,109.0,500.0,9.32,,49.0
Chelsea Kelly,3426.0,111.0,220.0,9.55,,57.0
Taylor White,6056.0,132.0,317.0,5.17,82.0,42.0
Kenneth Gardner,3896.0,84.0,598.0,2.67,43.0,
Brandon Weaver,,91.0,,2.6,53.0,55.0
Angela Myers,10199.0,,761.0,2.15,55.0,21.0
Peter Olsen,10100.0,126.0,864.0,6.7,98.0,50.0
Regina Frazier,3631.0,100.0,,,22.0,28.0
Barbara Wagner,,149.0,418.0,,80.0,54.0
Jennifer Park,,112.0,448.0,7.7,,63.0
Daniel Cain,11392.0,65.0,241.0,14.77,,34.0
Ryan Rodriguez,8469.0,103.0,781.0,12.61,95.0,37.0
Catherine Ray,7734.0,177.0,503.0,11.69,62.0,48.0
Kara Stanley,9740.0,,514.0,4.26,,
Jose Morton,,106.0,,12.88,13.0,56.0
Melissa Vargas,6190.0,97.0,483.0,14.38,43.0,62.0
James Brown,13862.0,74.0,,,6.0,32.0
Christine Cantu,6408.0,,354.0,4.01,65.0,
Eric Burns,4122.0,77.0,251.0,11.27,12.0,41.0
Matthew Smith,13349.0,76.0,,2.66,,
Michele Hall,10286.0,176.0,583.0,4.6,70.0,22.0
Katherine Flores,,173.0,,9.47,,50.0
Dennis Rivera,7493.0,155.0,,,47.0,40.0
Dale Ramirez,,75.0,,7.24,44.0,31.0
Alejandro Watson,5327.0,100.0,211.0,,47.0,
Ashley Cannon,13327.0,111.0,,13.44,87.0,18.0
Miss Connie Carr,,,180.0,6.22,102.0,30.0
Phillip Cantrell,1914.0,159.0,337.0,11.87,,39.0
Tiffany Miller,17527.0,111.0,870.0,9.77,,29.0
Kevin Myers,18781.0,159.0,210.0,6.32,65.0,19.0
Allison Ortiz,2510.0,148.0,752.0,14.83,109.0,44.0
Dylan Johnson,16394.0,108.0,,14.78,112.0,40.0
Miss Ashley Hansen,15812.0,64.0,525.0,14.63,107.0,25.0
James Lawrence,,89.0,494.0,8.65,61.0,
Brian Cummings,1286.0,,490.0,14.63,,56.0
Aaron Morgan,,100.0,792.0,1.78,,24.0
Jessica Vargas,15647.0,110.0,,,68.0,
Sierra Mathis,4181.0,,201.0,9.43,,51.0
Karen Evans,17468.0,133.0,475.0,5.08,90.0,32.0
Cheryl White,,109.0,,,,25.0
Jasmin Carter,19986.0,160.0,,11.67,,38.0
William Lee,,112.0,267.0,6.66,22.0,29.0
Eric Bentley,1869.0,159.0,,10.74,66.0,19.0
Richard Watson,,126.0,177.0,13.29,91.0,25.0
Janice Ward,1022.0,,239.0,14.24,109.0,45.0
Evelyn Bush,,144.0,,8.66,111.0,46.0
Cindy Riley,19819.0,,633.0,,45.0,
Ronald Patel,,70.0,637.0,,63.0,31.0
Brittany Frederick,2444.0,,,0.84,,40.0
Lindsey Shelton,,,579.0,,71.0,54.0
Alyssa Perez,4164.0,153.0,,,108.0,50.0
Cameron Russell,4565.0,94.0,152.0,,69.0,
Henry Stark,10426.0,,355.0,2.84,32.0,46.0
Brian Esparza,9883.0,74.0,533.0,10.16,58.0,64.0
Jason Brown,17691.0,108.0,526.0,13.89,45.0,62.0
Joel Vincent,14755.0,132.0,879.0,10.95,26.0,19.0
Christina Riggs,5793.0,153.0,865.0,,,48.0
Stephanie Phelps,2791.0,,487.0,6.97,70.0,43.0
Tyler Andrews,6830.0,140.0,735.0,4.14,112.0,62.0
Daniel Escobar,18765.0,175.0,865.0,4.17,116.0,
Daniel Maldonado,14197.0,127.0,137.0,12.15,35.0,56.0
Patricia Alvarez,,142.0,554.0,1.77,,
Kerri Larsen,12414.0,156.0,246.0,6.69,37.0,46.0
Dylan Ford,11192.0,81.0,,11.77,,38.0
Chelsea Baker,19849.0,110.0,252.0,14.47,107.0,
Joe Lee,9193.0,,,,83.0,46.0
Theresa Villarreal,,152.0,425.0,10.09,31.0,22.0
Timothy Gonzales,9708.0,80.0,463.0,7.91,119.0,50.0
James Ramos,6390.0,142.0,,1.19,64.0,35.0
Elijah Valencia,14505.0,158.0,436.0,5.86,10.0,55.0
Todd Chambers,19982.0,103.0,688.0,10.35,52.0,63.0
Marcus Miller,4189.0,124.0,523.0,,62.0,46.0
Holly Stevens,11263.0,70.0,,4.55,112.0,51.0
Maria Potts,13483.0,160.0,,14.69,79.0,19.0
John Parks,,143.0,,6.59,98.0,38.0
Brittany Arroyo,16124.0,86.0,,3.56,10.0,
Patricia Stevens,9396.0,113.0,862.0,3.27,,63.0
Julie Robinson MD,19904.0,169.0,864.0,5.69,68.0,25.0
Mark Flores,10336.0,86.0,820.0,,75.0,24.0
George Moses,7787.0,,894.0,4.96,59.0,60.0
Christopher Thompson,,155.0,,,52.0,63.0
Alison Riley,3769.0,111.0,394.0,6.93,29.0,45.0
Vanessa Mitchell,,109.0,,,51.0,61.0
Nicole Ray,8788.0,65.0,386.0,2.71,23.0,38.0
Brendan Gonzalez,8041.0,98.0,243.0,5.62,,62.0
Tamara Griffith,,111.0,110.0,10.92,56.0,62.0
Daniel Reed,5910.0,77.0,312.0,5.64,108.0,59.0
Gwendolyn Mills,4016.0,170.0,,1.63,60.0,
Andrea Davis,14101.0,170.0,,12.41,38.0,23.0
Michelle Berg,,96.0,589.0,8.65,35.0,44.0
Julie Pace,6658.0,87.0,833.0,11.56,,53.0
Deborah Bird,1165.0,128.0,752.0,,78.0,31.0
Wayne Thomas,9910.0,,753.0,12.21,,
William Martin,19259.0,122.0,680.0,14.05,,37.0
Nicole Martinez,,96.0,,11.27,116.0,20.0
Michelle Lee,1470.0,100.0,829.0,1.79,113.0,36.0
Leslie Jackson,5096.0,,229.0,6.74,22.0,46.0
Nicole Pearson,6481.0,133.0,364.0,,59.0,57.0
Samantha Walker,17807.0,,,1.58,,57.0
Michael Rios,11989.0,142.0,784.0,7.57,105.0,26.0
James Hall,,,349.0,2.54,32.0,
Kevin Johnson,9209.0,147.0,,4.53,48.0,26.0
Lawrence Norris,5935.0,72.0,,7.09,,32.0
Thomas Miller,14578.0,162.0,187.0,2.05,,19.0
Wayne Miller,11088.0,119.0,816.0,9.67,99.0,59.0
Karen Guerrero,,120.0,491.0,11.99,31.0,61.0
Derek Stewart,14645.0,111.0,131.0,,38.0,44.0
Kimberly Beck,12901.0,148.0,651.0,,93.0,52.0
Melissa Norton,2847.0,116.0,423.0,13.45,30.0,64.0
Suzanne Rios,,174.0,457.0,1.84,108.0,24.0
Michael Yates,,138.0,,10.51,7.0,49.0
Ryan Smith,7365.0,78.0,834.0,0.99,103.0,38.0
Dylan Gibson,18481.0,,421.0,2.79,94.0,26.0
Vanessa Smith,7100.0,,287.0,5.84,,54.0
Holly Wiley,2396.0,158.0,,13.58,70.0,63.0
Benjamin Matthews,10108.0,136.0,511.0,9.1,32.0,43.0
Susan Jones,15811.0,128.0,120.0,,58.0,37.0
Laurie Griffith,6844.0,167.0,480.0,9.29,85.0,
Stephen Kelley,,,264.0,11.45,22.0,47.0
Tammy Freeman,16023.0,153.0,,12.55,,62.0
Brandon Collins,,132.0,346.0,12.71,94.0,43.0
Carlos Shepherd,1084.0,,760.0,9.3,93.0,19.0
Jennifer Miller,4977.0,,174.0,11.23,69.0,55.0
Michael Chang,11077.0,,541.0,9.32,77.0,50.0
Miranda Clark,6404.0,77.0,224.0,2.07,106.0,47.0
Rachel Williams,17084.0,,598.0,5.07,71.0,
Jerome Washington,19003.0,84.0,876.0,7.56,42.0,39.0
Ms. Nicole Wiley,6965.0,98.0,574.0,1.89,79.0,39.0
Beth Clarke,13417.0,153.0,758.0,,31.0,51.0
Blake Anderson,10831.0,107.0,230.0,,119.0,22.0
Daniel Gordon,17656.0,,239.0,12.18,65.0,56.0
Christopher Morgan,14795.0,119.0,,,62.0,
Billy Martinez,11624.0,141.0,819.0,7.12,10.0,48.0
Daniel Mccormick,15424.0,137.0,,4.98,6.0,54.0
Sarah Burns,18282.0,166.0,580.0,9.59,,43.0
Caleb Hayes III,18503.0,98.0,,8.12,10.0,64.0
Dustin Burch,,159.0,886.0,10.19,107.0,35.0
Troy Medina,,128.0,226.0,10.14,12.0,62.0
Lindsey Myers,,,264.0,9.81,111.0,28.0
Donald Foster,14698.0,91.0,635.0,1.78,,
Jim Woods,10730.0,69.0,807.0,2.42,91.0,31.0
Andrew Thompson,14666.0,,448.0,12.53,96.0,54.0
Brandon Carson,15148.0,136.0,193.0,3.78,38.0,53.0
Kristy Jensen,7532.0,,,10.12,62.0,
Christopher Anderson,4226.0,117.0,262.0,6.89,,45.0
Tina Patterson,18337.0,85.0,517.0,,90.0,
Katrina Parks,7401.0,151.0,719.0,5.58,105.0,44.0
Diana Hinton,13552.0,,,13.89,,53.0
Jessica Gonzalez,,86.0,317.0,6.33,91.0,
Ronald Williams,6378.0,115.0,738.0,8.12,56.0,44.0
Madison Miller,8276.0,,,12.04,92.0,23.0
Kyle Knapp,15935.0,65.0,274.0,8.52,33.0,53.0
Erin Brown,14442.0,,561.0,,55.0,22.0
Jessica Adams,3315.0,156.0,783.0,,37.0,51.0
Victoria Cruz,11189.0,60.0,800.0,9.76,60.0,
Shannon Mccall,9668.0,122.0,500.0,,47.0,45.0
Eric Moore,,,484.0,,,31.0
Justin Brock,18633.0,69.0,348.0,,70.0,59.0
Alexandria Mann,,107.0,,5.87,94.0,
Heather Carroll,,94.0,866.0,3.47,70.0,
Leslie Hamilton,3459.0,161.0,,7.69,104.0,
Kevin Moore,7104.0,82.0,244.0,4.42,76.0,51.0
Joseph Martinez,14020.0,,,,49.0,
Misty Rodriguez,18509.0,122.0,244.0,5.34,,29.0
Jessica Meyers,7811.0,,597.0,5.06,77.0,36.0
Carl Johnson,15936.0,117.0,351.0,8.88,66.0,21.0
Michael Colon,13197.0,,507.0,2.4,,
Nancy Woodward,,106.0,874.0,9.04,16.0,19.0
Nicholas Berry,,179.0,490.0,13.68,86.0,62.0
Taylor Stevens,18715.0,88.0,459.0,,39.0,22.0
Julie Randall,17907.0,98.0,,9.09,52.0,
Christina Logan DDS,,,774.0,14.51,57.0,49.0
Chad Jennings,18781.0,,364.0,4.0,69.0,
David Peters,16057.0,106.0,857.0,12.35,104.0,44.0
Daniel Nixon,2264.0,150.0,659.0,7.81,,
David Freeman,2113.0,,736.0,6.6,29.0,61.0
Leslie Taylor,7307.0,,159.0,9.88,114.0,53.0
Brandon Cook,15878.0,173.0,588.0,0.88,61.0,55.0
Justin Foster,19512.0,144.0,439.0,9.4,43.0,54.0
Jennifer Miller,,,474.0,,69.0,20.0
Michael Green,11803.0,105.0,348.0,14.42,26.0,
Dr. Maria Lewis MD,6459.0,110.0,120.0,,98.0,41.0
Kaitlin Esparza,16896.0,156.0,,,116.0,28.0
Paul White,,116.0,160.0,,,34.0
James Bailey,14872.0,120.0,,10.83,106.0,23.0
William Harris,12246.0,101.0,153.0,2.24,,26.0
Mary Little,12365.0,172.0,222.0,,,41.0
Harold Hill,4506.0,130.0,595.0,1.38,,21.0
Stephanie Bryant,5350.0,72.0,744.0,0.72,,36.0
Gary Mcneil,18274.0,,433.0,,93.0,53.0
Mathew Sanchez,,173.0,256.0,7.42,96.0,45.0
Jessica Ruiz,,69.0,307.0,1.79,20.0,
Jessica Vasquez,14088.0,133.0,252.0,6.05,92.0,30.0
Tina Aguirre,10241.0,60.0,282.0,2.1,29.0,32.0
Andrew Eaton,,158.0,,4.8,8.0,24.0
Margaret Murphy,1848.0,176.0,,13.61,,32.0
David Wilson,,,315.0,8.37,47.0,44.0
Christine Medina,,116.0,605.0,7.67,119.0,33.0
Austin Bradley,6886.0,134.0,675.0,4.66,35.0,39.0
Christopher Cherry,19427.0,150.0,,4.37,19.0,28.0
Kevin Navarro,2452.0,86.0,,7.44,12.0,33.0
Leslie Butler,11554.0,120.0,547.0,8.45,23.0,
Katie Jones,12096.0,144.0,214.0,11.81,33.0,52.0
Laura Mathews,5406.0,86.0,,11.42,108.0,59.0
Douglas Green,,110.0,433.0,,23.0,57.0
Lindsay Moore,,140.0,522.0,7.62,34.0,30.0
Mercedes Cline,,148.0,,6.89,59.0,41.0
Joseph Herrera,14357.0,167.0,732.0,5.0,58.0,45.0
Amanda Lynn,6856.0,83.0,,14.6,84.0,50.0
Michael Davis,,80.0,,10.37,49.0,54.0
Michelle Hale,,138.0,234.0,3.89,115.0,20.0
Laura Lambert,11979.0,144.0,571.0,13.32,41.0,19.0
Shawn Watson,,140.0,517.0,,45.0,45.0
Ryan Gentry,,153.0,139.0,9.72,96.0,19.0
Cynthia Thompson,13403.0,170.0,372.0,10.28,88.0,36.0
Michelle Jackson,6628.0,,211.0,11.41,,25.0
Tammy Brewer,2863.0,134.0,,12.26,102.0,37.0
Heather Valentine,8513.0,68.0,197.0,3.29,102.0,21.0
Brian Aguilar,1241.0,140.0,325.0,6.41,102.0,
Donna Johnson,1896.0,100.0,335.0,13.61,7.0,
Michelle Morse,6911.0,132.0,753.0,7.41,,23.0
Emily Smith,8038.0,75.0,,9.31,69.0,53.0
Carol Preston,4962.0,131.0,154.0,7.16,111.0,27.0
Robert Alvarez,1585.0,,747.0,1.52,94.0,22.0
Debra Peterson,14471.0,126.0,656.0,,62.0,57.0
Taylor Oneal,16203.0,,188.0,13.24,9.0,37.0
Craig Williams,4227.0,,247.0,,54.0,52.0
Monique Vaughn,16955.0,162.0,398.0,9.72,18.0,41.0
Ashley Shepherd,7163.0,95.0,862.0,6.56,5.0,29.0
Mr. Robert Harris,9466.0,,783.0,8.06,49.0,32.0
Deborah Frost,5985.0,161.0,859.0,,,
Jessica Jones,16839.0,163.0,,13.49,80.0,
Christine Rodriguez,2336.0,172.0,538.0,,71.0,29.0
Nicole Mccoy,16202.0,131.0,562.0,12.05,16.0,40.0
John White,17221.0,151.0,746.0,13.82,97.0,38.0
Brian Bradford,3392.0,,335.0,8.12,16.0,58.0
Chase Ali,16816.0,61.0,869.0,0.54,102.0,
Chad Rodriguez,1015.0,123.0,179.0,9.12,25.0,
Paul Alexander,9631.0,151.0,649.0,,115.0,29.0
Jamie Maynard,4138.0,62.0,833.0,3.67,,
Juan Rodriguez,,161.0,328.0,6.1,37.0,52.0
Kelly Mathews,4483.0,170.0,572.0,,47.0,31.0
Matthew Parsons,18859.0,125.0,,4.73,37.0,
Jeffrey Santos,2452.0,166.0,201.0,6.83,36.0,62.0
Rachel Brown,,112.0,513.0,13.84,,19.0
Jonathan Gutierrez,3359.0,75.0,340.0,6.59,78.0,
Brittany Mckay,6048.0,61.0,310.0,,11.0,50.0
John Hess,3098.0,128.0,557.0,6.13,23.0,48.0
Robert Woods,19668.0,92.0,429.0,7.1,,
Amy Campbell,14056.0,113.0,482.0,11.61,71.0,34.0
Anthony Hunter,4376.0,,872.0,5.4,78.0,44.0
Jessica Wright,,177.0,797.0,3.45,114.0,60.0
Steven Riley,6206.0,162.0,521.0,13.04,64.0,37.0
Chelsea Gutierrez,,83.0,528.0,2.13,69.0,63.0
James Murray,10116.0,124.0,516.0,3.85,108.0,56.0
Melinda Jones,4727.0,118.0,518.0,9.43,5.0,22.0
